id,price,address,bed,bath,type
1714,3200,18,3,2,Apartment
1715,2150,6,1,1,Apartment
1716,2700,6,2,2,Apartment
1717,2050,8,1,1,Apartment
1718,3650,2,2,2,Apartment
1719,3750,2,2,2,Apartment
1720,2750,19,2,2,Apartment
1721,3300,2,2,2,Apartment
1722,4200,2,2,2,Apartment
1723,4230,2,3,2,Apartment
1724,2500,1,1,1,Apartment
1725,3245,1,2,2,Apartment
1726,3575,1,2,2,Apartment
1727,2000,19,1,1,Apartment
1728,2335,19,2,2,Apartment
1729,2850,19,3,2,Apartment
1730,1900,9,1,1,Apartment
1731,2250,9,2,2,Apartment
1732,3045,9,3,3,Apartment
1733,2000,6,1,1,Apartment
1734,2400,6,2,2,Apartment
1735,3200,6,3,2,Apartment
1736,2450,2,1,1,Apartment
1737,2900,2,2,2,Apartment
1738,3900,2,3,2,Apartment
1739,3150,2,2,2,Apartment
1740,3572,2,2,2,Apartment
1741,4000,2,2,2,Apartment
1742,2050,15,2,2,House
1743,2350,15,3,3,House
1744,2500,15,4,3,House
1745,1750,8,1,1,Apartment
1746,2450,2,1,1,Apartment
1747,1750,18,1,2,Apartment
1748,2150,18,2,2,Apartment
1749,3250,5,3,2,House
1750,2000,6.5,1,1,Apartment
1751,2325,6.5,2,2,Apartment
1752,3000,6.5,3,2,Apartment
1753,1900,18,1,1,Apartment
1754,2450,18,2,2,Apartment
1755,3000,2,2,2,Apartment
1756,6000,2,3,3,Apartment
1757,3200,18,3,2,Apartment
1758,2150,6,1,1,Apartment
1759,2700,6,2,2,Apartment
1760,2050,8,1,1,Apartment
1761,3650,2,2,2,Apartment
1762,3750,2,2,2,Apartment
1763,2750,19,2,2,Apartment
1764,3300,2,2,2,Apartment
1765,4200,2,2,2,Apartment
1766,4230,2,3,2,Apartment
1767,2500,1,1,1,Apartment
1768,3245,1,2,2,Apartment
1769,3575,1,2,2,Apartment
1770,2000,19,1,1,Apartment
1771,2335,19,2,2,Apartment
1772,2850,19,3,2,Apartment
1773,1900,9,1,1,Apartment
1774,2250,9,2,2,Apartment
1775,3045,9,3,3,Apartment
1776,2000,6,1,1,Apartment
1777,2400,6,2,2,Apartment
1778,3200,6,3,2,Apartment
1779,3150,2,2,2,Apartment
1780,3572,2,2,2,Apartment
1781,4000,2,2,2,Apartment
1782,2450,2,1,1,Apartment
1783,2900,2,2,2,Apartment
1784,3900,2,3,2,Apartment
1785,2050,15,2,2,House
1786,2350,15,3,3,House
1787,2500,15,4,3,House
1788,1750,8,1,1,Apartment
1789,2450,2,1,1,Apartment
1790,1750,18,1,2,Apartment
1791,2150,18,2,2,Apartment
1792,3250,5,3,2,House
1793,2000,6.5,1,1,Apartment
1794,2325,6.5,2,2,Apartment
1795,3000,6.5,3,2,Apartment
1796,1900,18,1,1,Apartment
1797,2450,18,2,2,Apartment
1798,3000,2,2,2,Apartment
1799,6000,2,3,3,Apartment
1800,3200,18,3,2,Apartment
1801,2150,6,1,1,Apartment
1802,2700,6,2,2,Apartment
1803,2050,8,1,1,Apartment
1804,3650,2,2,2,Apartment
1805,3750,2,2,2,Apartment
1806,2750,19,2,2,Apartment
1807,3300,2,2,2,Apartment
1808,4200,2,2,2,Apartment
1809,4230,2,3,2,Apartment
1810,2500,1,1,1,Apartment
1811,3245,1,2,2,Apartment
1812,3575,1,2,2,Apartment
1813,2000,19,1,1,Apartment
1814,2335,19,2,2,Apartment
1815,2850,19,3,2,Apartment
1816,1900,9,1,1,Apartment
1817,2250,9,2,2,Apartment
1818,3045,9,3,3,Apartment
1819,2000,6,1,1,Apartment
1820,2400,6,2,2,Apartment
1821,3200,6,3,2,Apartment
1822,3150,2,2,2,Apartment
1823,3572,2,2,2,Apartment
1824,4000,2,2,2,Apartment
1825,2450,2,1,1,Apartment
1826,2900,2,2,2,Apartment
1827,3900,2,3,2,Apartment
1828,2050,15,2,2,House
1829,2350,15,3,3,House
1830,2500,15,4,3,House
1831,1750,8,1,1,Apartment
1832,2450,2,1,1,Apartment
1833,1750,18,1,2,Apartment
1834,2150,18,2,2,Apartment
1835,3250,5,3,2,House
1836,2000,6.5,1,1,Apartment
1837,2325,6.5,2,2,Apartment
1838,3000,6.5,3,2,Apartment
1839,1900,18,1,1,Apartment
1840,2450,18,2,2,Apartment
1841,3000,2,2,2,Apartment
1842,6000,2,3,3,Apartment
1843,3200,18,3,2,Apartment
1844,2150,6,1,1,Apartment
1845,2700,6,2,2,Apartment
1846,2050,8,1,1,Apartment
1847,3650,2,2,2,Apartment
1848,3750,2,2,2,Apartment
1849,2750,19,2,2,Apartment
