id,price,address,bedroom,bathroom,area
1262,"€445,000","85 HAZELBURY GREEN VASTAHEANY, Clonee, Dublin 15",2 Bath,3 Bath,150 m²
1263,"€1,495,000","124 Leeson Street Upper, Donnybrook, Dublin 4",138 m²,3 Bath,201 m²
1264,"€335,000","Apartment 227, The Camden, Charlotte Quay Dock, Dublin 4",4 Bed,1 Bath,46 m²
1265,"€945,000","60 St Alban's Park, Sandymount, Dublin 4",3 Bath,2 Bath,125 m²
1266,"€350,000","26 Landsdowne Valley Park, Drimnagh, Dublin 12",150 m²,1 Bath,83 m²
1267,"€1,250,000","61 Taney Rise Dundrum Dublin 14, Dundrum, Dublin 14",4 Bed,4 Bath,204 m²
1268,"€440,000","42 Gracefield Road, Artane, Dublin 5",3 Bath,2 Bath,135 m²
1269,"€3,750,000","Brentwood, Sydenham Road, Dundrum, Dublin 14",201 m²,8 Bath,60 m²
1270,"€220,000","14 The Landey, Santry, Dublin 9",1 Bed,2 Bath,65 m²
1271,"€375,000","26 Sullivan Street, Stoneybatter, Dublin 7",1 Bath,1 Bath,80 m²
1272,"€349,950","43 Balfe Avenue, Walkinstown, Dublin 12",46 m²,1 Bath,107 m²
1273,"€375,000","9 Coolmine Cottages, Mulhuddart, Dublin 15",3 Bed,1 Bath,190 m²
1274,"€330,000","16 Kiltipper Drive, Aylesbury, Aylesbury, Dublin 24",2 Bath,2 Bath,81 m²
1275,"€875,000","13 Longwood, Wynnsward Park, Clonskeagh, Dublin 14",125 m²,3 Bath,72 m²
1276,"€425,000","Apartment 28, Pakenham House, Spencer Dock, Dublin 1",3 Bed,2 Bath,100 m²
1277,"€365,000","19 Primrose Street, Phibsborough, Dublin 7",1 Bath,1 Bath,75 m²
1278,"€265,000","20 Birchwood Drive, Springfield, Tallaght, Dublin 24",83 m²,1 Bath,
1279,"€349,950","242 Saint James's Road, Greenhills, Dublin 12",5 Bed,1 Bath,
1280,"€395,000","3 Windele Road, Drumcondra, Drumcondra, Dublin 9",4 Bath,1 Bath,
1281,"€395,000","57 Shanliss Road, Santry, Dublin 9",3 Bed,2 Bath,88 m²
1282,"€385,000","12 Albert College Drive, Glasnevin, Glasnevin, Dublin 11",2 Bath,1 Bath,90 m²
1283,"€485,000","2 Harcourt Mews Harcourt Terrace Dublin 2, Dublin 2",88 m²,1 Bath,94 m²
1284,"€340,000","14 Killashee House, Spencer Dock, Docklands, Dublin 1",3 Bed,1 Bath,58 m²
1285,"€275,000","37 Myrtle House, The Coast, Baldoyle, Dublin 13",1 Bath,2 Bath,64 m²
1286,"€750,000","2 Kempton Rise, Navan Road (D7), Dublin 7",90 m²,3 Bath,136 m²
1287,"€320,000","8 Glin Park, Coolock, Coolock, Dublin 17",2 Bed,1 Bath,150 m²
1288,"€645,000","17 Newlands Road, Clondalkin, Clondalkin, Dublin 22",1 Bath,2 Bath,129 m²
1289,"€450,000","63 Castaheany, Clonee, Dublin 15",94 m²,3 Bath,96 m²
1290,"€280,000","20 Finglaswood Road, Finglas, Finglas, Dublin 11",2 Bed,1 Bath,106 m²
1291,"€695,000","13 Tivoli Avenue, Harold's Cross, Dublin 6W",1 Bath,1 Bath,146 m²
1292,"€650,000","49 George's Street Lower, Dun Laoghaire, Co. Dublin",58 m²,1 Bath,108 m²
1293,"€475,000","8 Saint Peter's Road, Walkinstown, Walkinstown, Dublin 12",2 Bed,2 Bath,102 m²
1294,"€425,000","10 Walkinstown Road, Walkinstown, Dublin 12",2 Bath,2 Bath,88 m²
1295,"€385,000","35 Clonliffe Gardens, Drumcondra, Dublin 3",64 m²,1 Bath,239 m²
1296,"€825,000","25 Mulgrave Street, Dun Laoghaire, Co. Dublin",4 Bed,3 Bath,59 m²
1297,"€450,000","164 The George, Charlotte Quay Dock, Grand Canal Dock, Dublin 4",3 Bath,1 Bath,132 m²
1298,"€450,000","77 Forest Drive, Kingswood, Dublin 24",136 m²,3 Bath,93 m²
1299,"€650,000","71 Roebuck Downs, Clonskeagh, Clonskeagh, Dublin 14",3 Bed,3 Bath,
1300,"€585,000","3 Richmond Lane, Off Richmond Hill, Rathmines, Dublin 6",1 Bath,3 Bath,
1301,"€229,000","18 Willan's Way, Ongar Village, Ongar, Dublin 15",2 Bed,2 Bath,80 m²
1302,"€245,000","42 Rosse Court Heights, Lucan, Co. Dublin",2 Bath,2 Bath,70 m²
1303,"€490,000","17 Brookdene, Killiney, Co. Dublin",80 m²,1 Bath,88 m²
1304,"€535,000","143 Old Finglas Road, Glasnevin, Dublin 11",2 Bed,2 Bath,125 m²
1305,"€299,000","53 Castle Park, Tallaght, Dublin 24",2 Bath,1 Bath,170 m²
1306,"€695,000","1 Dargle Drive Rathfarnham Dublin 16, Rathfarnham, Dublin 16",70 m²,2 Bath,64 m²
1307,"€495,000","4 Hunters Avenue, Hunterswood, Ballycullen, Dublin 24",3 Bed,3 Bath,72 m²
1308,"€395,000","20 Arbour Place, Stoneybatter, Dublin 7",1 Bath,2 Bath,70 m²
1309,"€249,000","15 Moycullen Road, Ballyfermot, Ballyfermot, Dublin 10",88 m²,1 Bath,104 m²
1310,"€395,000","24 Synnott Row, Phibsborough, Dublin 7",4 Bed,1 Bath,118 m²
1311,"€550,000","69A Glasnevin Park, Glasnevin, Dublin 11",2 Bath,3 Bath,91 m²
1312,"€390,000","24 Saint Brigid's Road, Clondalkin, Clondalkin, Dublin 22",3 Bed,2 Bath,87 m²
1313,"€325,000","121 Cromcastle Road, Coolock, Kilmore, Dublin 5",1 Bath,2 Bath,45 m²
1314,"€485,000","68 Oliver Plunkett Road, Dun Laoghaire, Co. Dublin",4 Bed,2 Bath,192 m²
1315,"€299,000","21 The Spinnaker, Alverno, Castle Avenue, Clontarf, Dublin 3",2 Bath,1 Bath,95 m²
1316,"€1,150,000","Kincora 58 North Avenue, Mount Merrion, Co. Dublin",125 m²,3 Bath,
1317,"€325,000","29 Innisfallen Parade, North Circular Road, Phibsborough, Dublin 7",4 Bed,1 Bath,
1318,"€475,000","71 Kinvara Road, Navan Road, Dublin 7",3 Bath,1 Bath,
1319,"€254,950","112 Finglas Road, Finglas, Dublin 11",170 m²,2 Bath,
1320,"€349,950","66 Slievenamon Road, Drimnagh, Dublin 12",2 Bed,2 Bath,
1321,"€275,000","36 Saint John's Crescent, Clondalkin, Dublin 22",3 Bed,1 Bath,73 m²
1322,"€250,000","66 The Eden, Prospect Hill, Finglas, Dublin 11",1 Bath,2 Bath,88 m²
1323,"€545,000","108 Harbour View, Crofton Road, Dun Laoghaire, Co. Dublin",73 m²,2 Bath,76 m²
1324,"€750,000","28 Windsor Terrace, Portobello, Dublin 8",2 Bed,2 Bath,120 m²
1325,"€249,950","57 Cashel Avenue, Crumlin, Dublin 12",2 Bath,1 Bath,139 m²
1326,"€425,000","11 Charnwood Dale, Clonsilla, Clonsilla, Dublin 15",88 m²,3 Bath,95 m²
1327,"€385,000","96 Tonlegee Road, Raheny, Edenmore, Dublin 5",2 Bed,1 Bath,261 m²
1328,"€3,000,000","4 Raglan Road, Ballsbridge, Ballsbridge, Dublin 4",2 Bath,4 Bath,141 m²
1329,"€250,000","Apartment 7, Windmill Lodge, Windmill Road, Dublin 12",76 m²,2 Bath,118 m²
1330,"€745,000","5 Donard Terrace, Annamoe Road, Dublin 7",3 Bed,2 Bath,204 m²
1331,"€575,000","38 Coolamber Park, Templeogue, Knocklyon, Dublin 16",2 Bath,2 Bath,103 m²
1332,"€625,000","344 South Circular Road, Dolphin's Barn, Dublin 8",120 m²,3 Bath,54 m²
1333,"€599,000","275 Collins Avenue, Whitehall, Dublin 9",2 Bed,2 Bath,75 m²
1334,"€350,000","22 The William Bligh, The Gasworks, South Lotts Road, Ringsend, Dublin 4",1 Bath,1 Bath,53 m²
1335,"€380,000","16 Strangford Road East, East Wall, East Wall, Dublin 3",4 Bed,1 Bath,315 m²
1336,"€499,950","10 Fairways Grove, Griffith Road, Glasnevin, Dublin 11",3 Bath,4 Bath,94 m²
1337,"€265,000","Apartment 44, The Willow, Parkview, Stepaside, Dublin 18",139 m²,1 Bath,280 m²
1338,"€1,795,000","Fairfield Villa, Fairfield Villa, 20 Fairfield Park, D06YH51, Rathgar, Dublin 6",3 Bed,5 Bath,
1339,"€350,000","102 Springdale Road, Raheny, Dublin 5",1 Bath,1 Bath,
1340,"€1,525,000","9 Homeleigh, Castleknock, Dublin 15",95 m²,5 Bath,
1341,"€395,000","32 Whitechurch View, Rathfarnham, Dublin 16",3 Bed,1 Bath,80 m²
1342,"€265,000","15 Sheephill Green, Blanchardstown, Blanchardstown, Dublin 15",1 Bath,1 Bath,105 m²
1343,"€259,000","102 The Watermill, Bettyglen, Watermill Road, Raheny, Dublin 5",80 m²,1 Bath,43 m²
1344,"€255,000","17 Churchwell Rise, Belmayne, Balgriffin, Dublin 13",4 Bed,2 Bath,66 m²
1345,"€318,000","29 Bunratty Road, Coolock, Coolock, Dublin 17",1 Bath,1 Bath,80 m²
1346,"€259,950","73 Red Arches Avenue, The Coast, Baldoyle, Dublin 13",105 m²,2 Bath,82 m²
1347,"€2,650,000","Abbotsford, Brighton Road, Foxrock, Dublin 18",1 Bed,3 Bath,317 m²
1348,"€214,950","Apartment 1, Mayeston Square, Finglas, Dublin 11",1 Bath,2 Bath,70 m²
1349,"€475,000","13 Stella Avenue, Glasnevin, Glasnevin, Dublin 9",43 m²,3 Bath,118 m²
1350,"€425,000","1 St Davids Terrace, Blackhorse Avenue, North Circular Road, Dublin 7",2 Bed,2 Bath,88 m²
1351,"€365,000","156 The Oval, Tullyvale, Cabinteely, Dublin 18",2 Bath,1 Bath,47 m²
1352,"€325,000","16 Belville Court, Johnstown Road, Cabinteely, Dublin 18",66 m²,1 Bath,45 m²
1353,"€185,000","12 Poppintree Parade, Ballymun, Dublin 11",3 Bed,1 Bath,60 m²
1354,"€350,000","90 Drumfinn Road, Ballyfermot, Ballyfermot, Dublin 10",1 Bath,2 Bath,63 m²
1355,"€215,000","Apartment 4, Green View, Blanchardstown, Dublin 15",80 m²,1 Bath,51 m²
1356,"€225,000","Apt. 18 Russell House (1 x Secure Parking Space), 33 Mountjoy Square, Dublin 1",2 Bed,2 Bath,67 m²
1357,"€394,950","30 Glasanaon Road, Glasnevin, Dublin 11",2 Bath,1 Bath,237 m²
1358,"€255,000","1 West Gate, Upper Bridge Street, Christchurch, Dublin 8",82 m²,2 Bath,
1359,"€375,000","Apartment 3, Block C, Dublin 7",5 Bed,4 Bath,
1360,"€1,400,000","102 Upper Leeson Street, Donnybrook, Dublin 4",3 Bath,,
1361,"€360,000","Roselawn, 14 Tibradden Grove, Walkinstown, Dublin 12",3 Bed,1 Bath,74 m²
1362,"€225,000","Apartment 3, Lissane House, Blanchardstown, Dublin 15",1 Bath,2 Bath,29 m²
1363,"€225,000","44 The Court, Dalcassian Downs, Glasnevin, Dublin 11",2 Bed,1 Bath,67 m²
1364,"€425,000","8 Temple Court, Palatine Square, Stoneybatter, Dublin 7",2 Bath,1 Bath,92 m²
1365,"€335,000","16 McKee Road, Finglas East, Finglas, Dublin 11",74 m²,1 Bath,1097 m²
1366,"€3,800,000","Apartment 614, The Cubes 2, Beacon South Quarter, Sandyford, Dublin 18",1 Bed,16 Bath,61 m²
1367,"€260,000","28 Stationcourt View, Clonsilla, Dublin 15",1 Bath,2 Bath,88 m²
1368,"€695,000","49 Charleville Close, Rathmines, Dublin 6",29 m²,4 Bath,131 m²
1369,"€395,000","10 Castlegrange Dale, Castaheany, Clonee, Dublin 15",2 Bed,2 Bath,160 m²
1370,"€825,000","47 Leopardstown Gardens, Blackrock, Co. Dublin",1 Bath,1 Bath,89 m²
1371,"€495,000","330 Nutgrove Avenue Churchtown Dublin 14, Churchtown, Dublin 14",67 m²,2 Bath,115 m²
1372,"€525,000","22 Carriglea Downs, Firhouse, Firhouse, Dublin 24",3 Bed,2 Bath,65 m²
1373,"€180,000","14 The Turnpike, Ballymun, Dublin 9",1 Bath,2 Bath,85 m²
1374,"€390,000","Apartment 231, Neptune House, Bellevue, Islandbridge, Dublin 8",92 m²,2 Bath,254 m²
1375,"€275,000","203 Castlecurragh Vale, Mulhuddart, Dublin 15",24 Bed,7 Bath,122 m²
1376,"€950,000","12 Heytesbury Street, Portobello, Dublin 8",16 Bath,2 Bath,145 m²
1377,"€325,000","45 Redwood, Hollystown, Hollystown, Dublin 15",1097 m²,2 Bath,306 m²
1378,"€274,950","2 Tolka Valley View, Finglas, Finglas, Dublin 11",2 Bed,3 Bath,
1379,"€645,000","55 The Avenue Scholarstown Wood Rathfarnham Dublin 16, Rathfarnham, Dublin 16",2 Bath,4 Bath,
1380,"€2,500,000","Cambridge House, 15 Cambridge Road, Rathmines, Dublin 6",61 m²,,
1381,"€350,000","37 Delhurst Mews, Ongar Park, Ongar, Dublin 15",4 Bed,3 Bath,95 m²
1382,"€249,950","117 Erris Square, Blanchardstown, Dublin 15",3 Bath,1 Bath,88 m²
1383,"€299,950","42 La Touche Drive, Bluebell, Bluebell, Dublin 12",2 Bed,1 Bath,121 m²
1384,"€550,000","14 Auburn Street, Broadstone, Dublin 7",1 Bath,2 Bath,75 m²
1385,"€540,000","73 Carlingford Road, Drumcondra, Dublin 9",3 Bed,2 Bath,102 m²
1386,"€449,000","34 Belvedere Road, D01X6P2, Dublin 1",1 Bath,3 Bath,82 m²
1387,"€365,000","Apartment 301, The Cubes 3, Beacon South Quarter, Sandyford, Dublin 18",3 Bed,1 Bath,105 m²
1388,"€410,000","10 Temple Woods, Greenhills Road, D24, D24F9KD, Tallaght, Dublin 24",95 m²,3 Bath,65 m²
1389,"€495,000","49 Burnell Park Avenue, Castleknock, Dublin 15",3 Bed,1 Bath,106 m²
1390,"€400,000","5 Ravenswood Green, Clonsilla, Dublin 15",2 Bath,1 Bath,78 m²
1391,"€250,000","20 Thornberry Square, Clonee, Dublin 15",88 m²,1 Bath,71 m²
1392,"€259,950","100 The Timber Mill, Artane, Dublin 5",121 m²,1 Bath,154 m²
1393,"€289,950","37 Smithfield Village, Smithfield, Dublin 7",2 Bed,2 Bath,104 m²
1394,"€695,000","1 Synnott Terrace, Dun Laoghaire, Co. Dublin",2 Bath,1 Bath,116 m²
1395,"€449,950","5 Temple Manor Close, Greenhills, Dublin 12",75 m²,2 Bath,
1396,"€425,000","117 Mulvey Park, Dundrum, Dundrum, Dublin 14",3 Bed,2 Bath,
1397,"€315,000","7 Broombridge Road, Cabra West, Cabra, Dublin 7",3 Bath,1 Bath,
1398,"€925,000","7 Serpentine Road, 7 & 7A Serpentine Road, Sandymount, Dublin 4",102 m²,1 Bath,
1399,"€429,950","68 St Mary's Park, Walkinstown, Dublin 12",3 Bed,,
1400,"€775,000","53 Cedarmount Road, Mount Merrion, Co. Dublin",1 Bath,,
1401,"€895,000","9 Farmleigh Avenue, Blackrock, Co. Dublin",4 Bed,2 Bath,159 m²
1402,"€695,000","93 Shandon Park, Phibsborough, Phibsborough, Dublin 7",2 Bath,2 Bath,84 m²
1403,"€375,000","58 Harty Place, Clanbrassil Street, Dublin 8",159 m²,1 Bath,48 m²
1404,"€650,000","7 Church Street, Howth, Dublin 13",3 Bed,2 Bath,109 m²
1405,"€345,000","Apartment 17, Wingfield, Stepaside, Dublin 18",2 Bath,2 Bath,103 m²
1406,"€495,000","Apartment 14, Moland House, 10A Talbot Street, Dublin 1",84 m²,2 Bath,80 m²
1407,"€290,000","The Tallow, Ashtown  Navan Road  D7., Ashtown, Dublin 7",2 Bed,2 Bath,127 m²
1408,"€295,000","51 Mulroy Road, Cabra West, Cabra, Dublin 7",1 Bath,1 Bath,60 m²
1409,"€475,000","12 Orlagh Grange, Scholarstown Road, Knocklyon, Dublin 16",48 m²,2 Bath,55 m²
1410,"€325,000","311 The Distillery Building, Drumcondra, Dublin 3",2 Bed,1 Bath,168 m²
1411,"€280,000","1 The Manor, Royston, Kimmage, Dublin 12",2 Bath,1 Bath,140 m²
1412,"€575,000","241A Pottery Road, Cabinteely, Dublin 18",109 m²,3 Bath,194 m²
1413,"€795,000","Penthouse 31, House 12, Linden Square, Blackrock, Co. Dublin",2 Bed,2 Bath,77 m²
1414,"€1,050,000","28 Kenilworth Road, Rathgar, Dublin 6",2 Bath,4 Bath,104 m²
1415,"€495,000","28 The Sapphire The Grange Blackrock, Blackrock, Co. Dublin",3 Bed,2 Bath,93 m²
1416,"€449,950","14 Chapelwood View, Hollystown, Hollystown, Dublin 15",2 Bath,4 Bath,99 m²
1417,"€249,950","6 Seagrave Court, Finglas, Dublin 11",103 m²,3 Bath,
1418,"€625,000","42 Whitworth Road, Drumcondra, Drumcondra, Dublin 9",2 Bed,2 Bath,
1419,"€375,000","51 Glentow Road, Whitehall, Dublin 9",2 Bath,2 Bath,
1420,"€395,000","Augarten, 12 Shanowen Park, Santry, Dublin 9",80 m²,1 Bath,
1421,"€339,950","Apartment 48, The Cedar, Parkview, Stepaside, Dublin 18",2 Bed,2 Bath,94 m²
1422,"€265,000","150 Glasanaon Road, Finglas East, Finglas, Dublin 11",2 Bath,1 Bath,66 m²
1423,"€1,295,000","9a St John's Park, Monkstown, Co. Dublin",94 m²,2 Bath,155 m²
1424,"€795,000","98 Foxrock Park, Foxrock, Dublin 18",2 Bed,1 Bath,154 m²
1425,"€450,000","65 Walsh Road, Drumcondra, Drumcondra, Dublin 9",1 Bath,1 Bath,75 m²
1426,"€345,000","174 Larkhill Road, Whitehall, Whitehall, Dublin 9",66 m²,2 Bath,75 m²
1427,"€1,975,000","1 Cowper Road, Rathmines, Dublin 6",4 Bed,4 Bath,234 m²
1428,"€435,000","52 Saint Patrick's Villas, Ringsend, Dublin 4",2 Bath,1 Bath,58 m²
1429,"€374,950","4 Westway Rise, Blanchardstown, Dublin 15",155 m²,4 Bath,98 m²
1430,"€249,950","98 Abberley Square, Tallaght, Dublin 24",4 Bed,2 Bath,163 m²
1431,"€545,000","23 Sandyford Hall Grove, Sandyford, Sandyford, Dublin 18",1 Bath,1 Bath,140 m²
1432,"€1,150,000","2 The Willows, Orwell Road, Rathgar, Dublin 6",154 m²,3 Bath,94 m²
1433,"€625,000","409 Orwell Park Drive, Templeogue, Dublin 6W",3 Bed,2 Bath,229 m²
1434,"€450,000","54 St Patrick's Road, Greenhills, Walkinstown, Dublin 12",1 Bath,2 Bath,105 m²
1435,"€1,750,000","7 Eaton Place, Monkstown, Co. Dublin",75 m²,4 Bath,72 m²
1436,"€495,000","9 Brighton Avenue, Clontarf, Clontarf, Dublin 3",2 Bed,1 Bath,152 m²
1437,"€240,000","58 Clifden Road, Ballyfermot, Ballyfermot, Dublin 10",2 Bath,1 Bath,50 m²
1438,"€895,000","50 Fosters Avenue, Mount Merrion, Co. Dublin",75 m²,1 Bath,118 m²
1439,"€255,000","Apartment 3, The Atrium, The Steelworks, Dublin 1",4 Bed,1 Bath,
1440,"€595,000","75 Idrone Park, Knocklyon, Dublin 16",4 Bath,2 Bath,
1441,"€249,950","8 Saint Killian's Park, Clondalkin, Clondalkin, Dublin 22",3 Bed,1 Bath,62 m²
1442,"€274,950","34 Ballentree Crescent, Tyrrelstown, Dublin 15",1 Bath,3 Bath,108 m²
1443,"€319,950","27 Ely Drive, Oldcourt, Tallaght, Dublin 24",3 Bed,1 Bath,155 m²
1444,"€695,000","1 Library Crescent, Shankill, Shankill, Dublin 18",3 Bath,3 Bath,61 m²
1445,"€439,500","64A Forest Avenue, Kingswood Heights, Kingswood, Dublin 24",2 Bed,3 Bath,140 m²
1446,"€275,000","53 Joyce House, Viking Harbour, Ushers Island, Dublin 8",1 Bath,1 Bath,116 m²
1447,"€1,150,000","39 Greenfield Road Mount Merrion, Mount Merrion, Co. Dublin",62 m²,1 Bath,96 m²
1448,"€795,000","2 Orwell Place Marianella Rathgar Dublin 6, Rathgar, Dublin 6",3 Bed,2 Bath,112 m²
1449,"€485,000","11 Saint Patrick's Cottages, Grange Road, Rathfarnham, Dublin 14",3 Bath,1 Bath,118 m²
1450,"€695,000","18 Seafort Avenue, Sandymount, Sandymount, Dublin 4",108 m²,1 Bath,130 m²
1451,"€560,000","Apartment 37, The Cedar, Parkview, Stepaside, Dublin 18",4 Bed,3 Bath,125 m²
1452,"€410,000","42 Latchford Green, Castaheany, Clonee, Dublin 15",3 Bath,4 Bath,70 m²
1453,"€595,000","99 The Oaks, Rockford Manor, Blackrock, Co. Dublin",155 m²,2 Bath,167 m²
1454,"€300,000","Flat 2, 47 Mountjoy Square South, Dublin 1",2 Bed,1 Bath,52 m²
1455,"€295,000","Apartment 28, Glebe Hall, Rose Park, Dun Laoghaire, Co. Dublin",1 Bath,1 Bath,178 m²
1456,"€820,000","3 Beechpark Orchard, Beechpark Avenue, Castleknock, Dublin 15",61 m²,4 Bath,74 m²
1457,"€379,950","12 Hansfield, Clonee, Clonee, Dublin 15",4 Bed,3 Bath,
1458,"€250,000","Apartment 4, Island View Apartments, Howth, Dublin 13",1 Bath,1 Bath,
1459,"€1,575,000","141 Tritonville Road, Sandymount, Dublin 4",140 m²,3 Bath,
1460,"€245,000","79 Bantry Square, Waterville, Blanchardstown, Dublin 15",3 Bed,1 Bath,
1461,"€595,000","20 Orchard Terrace, Grangegorman Upper, North Circular Road, Dublin 7",6 Bed,2 Bath,135 m²
1462,"€350,000","2 Silvermount Cottages, Strawberry Beds, Co. Dublin",2 Bath,1 Bath,80 m²
1463,"€385,000","38 Old Bawn Park, Old Bawn, Tallaght, Dublin 24",135 m²,2 Bath,105 m²
1464,"€249,950","33 Ballyneety Road, Ballyfermot, Ballyfermot, Dublin 10",2 Bed,1 Bath,102 m²
1465,"€179,950","Apartment 4, Mayeston Square, Finglas, Dublin 11",1 Bath,1 Bath,109 m²
1466,"€285,000","11 Delhurst Terrace, Ongar Village, Ongar, Dublin 15",80 m²,2 Bath,170 m²
1467,"€495,000","15 Adelaide Terrace, Kilmainham, Dublin 8",3 Bed,1 Bath,88 m²
1468,"€925,000","16 Prince Of Wales Terrace, Off Sandymount Avenue, Ballsbridge, Dublin 4",2 Bath,2 Bath,68 m²
1469,"€199,000","13 Donomore Crescent, Tallaght, Dublin 24",105 m²,1 Bath,77 m²
1470,"€459,950","58 Bayview Drive, Killiney, Co. Dublin",2 Bed,1 Bath,107 m²
1471,"€425,000","11 Verville Court, Vernon Avenue, Clontarf, Dublin 3",1 Bath,2 Bath,60 m²
1472,"€369,950","161 Malahide Road, Donnycarney, Dublin 3",1 Bed,2 Bath,50 m²
1473,"€319,950","9 Cherryfield View, Hartstown, Clonsilla, Dublin 15",1 Bath,1 Bath,11 m²
1474,"€275,000","26C Sion Hill, Sion Hill Road, Drumcondra, Dublin 9",3 Bed,1 Bath,59 m²
1475,"€595,000","26 Ferncarrig Avenue, Sandyford, Dublin 18",2 Bath,2 Bath,
1476,"€370,000","Apartment 18, Old City Sauls Court, Cows Lane, Temple Bar, Dublin 2",102 m²,1 Bath,
1477,"€325,000","Apartment 11, House 5, Linden Court, Blackrock, Co. Dublin",2 Bed,1 Bath,
1478,"€430,000","54 Saint Brigid's Road, Clondalkin, Clondalkin, Dublin 22",1 Bath,1 Bath,
1479,"€325,000","Apartment 12 Seafield Court Castle Avenue Clontarf, Clontarf, Dublin 3",109 m²,1 Bath,
1480,"€249,950","109A Conquer Hill Road, Clontarf, Clontarf, Dublin 3",5 Bed,1 Bath,
1481,"€1,150,000","The Moorings, Greenfield Road, Sutton, Dublin 13",5 Bed,3 Bath,196 m²
1482,"€360,000","214 Neptune House, Bellevue Apartments, Islandbridge, Dublin 8",3 Bath,2 Bath,66 m²
1483,"€275,000","35 Annesley Avenue, North Strand, Dublin 3",196 m²,1 Bath,49 m²
1484,"€635,000","4 Swan Place, Leeson Street Upper, Donnybrook, Dublin 4",2 Bed,2 Bath,101 m²
1485,"€3,750,000","25 Raglan Road, Ballsbridge, Dublin 4",2 Bath,4 Bath,404 m²
1486,"€1,150,000","The Shackleton, Anglesea, Dun Laoghaire, Co. Dublin",66 m²,2 Bath,168 m²
1487,"€395,000","Apt. 131 Southmede Dundrum Dublin 16, Dundrum, Dublin 16",2 Bed,1 Bath,66 m²
1488,"€995,000","92 Lower Dodder Road Rathfarnham Dublin 14, Rathfarnham, Dublin 14",1 Bath,2 Bath,160 m²
1489,"€845,000","37 Leopardstown Avenue, Blackrock, Co. Dublin",49 m²,1 Bath,133 m²
1490,"€625,000","19 Lansdowne Crescent, Lansdowne Park, Dublin 4",2 Bed,2 Bath,68 m²
1491,"€370,000","24 Saint Joseph's Road, Greenhills, Greenhills, Dublin 12",2 Bath,1 Bath,84 m²
1492,"€695,000","15 Ellesmere Avenue, North Circular Road, Dublin 7",101 m²,2 Bath,123 m²
1493,"€4,250,000","Grianblah, 26 Palmerston Park, Rathmines, Dublin 6",5 Bed,5 Bath,520 m²
1494,"€875,000","38 Oak Dene, Ballinclea Road, Killiney, Co. Dublin",4 Bath,3 Bath,189 m²
1495,"€1,500,000","Tree Tops, Claremont Road, Howth, Dublin 13",404 m²,3 Bath,341 m²
1496,"€360,000","33 Clonmore Road, Ballybough, Ballybough, Dublin 3",2 Bed,1 Bath,101 m²
1497,"€225,000","12 Marlfield Grove, Kiltipper, Tallaght, Dublin 24",2 Bath,1 Bath,58 m²
1498,"€825,000","Portland House, 555 South Circular Road, Kilmainham, Dublin 8",168 m²,5 Bath,164 m²
1499,"€595,000","636 Whitechurch Road, Rathfarnham, Dublin 16",2 Bed,2 Bath,91 m²
1500,"€225,000","6 Bellgree Woods, Tyrrelstown, Dublin 15",1 Bath,1 Bath,70 m²
1501,"€750,000","11 Kilmacud Park, Stillorgan, Co. Dublin",4 Bed,3 Bath,111 m²
1502,"€575,000","275A Harold's Grange Road, Rathfarnham, Dublin 16",3 Bath,3 Bath,130 m²
1503,"€1,250,000","2 Windsor Terrace, Portobello, Dublin 8",3 Bed,2 Bath,155 m²
1504,"€925,000","100 Old Cabra Road, North Circular Road, Dublin 7",3 Bath,2 Bath,259 m²
1505,"€1,600,000","Beal Inse, Béal Inse, 29 Rathgar Road, Rathgar, Dublin 6",111 m²,3 Bath,70 m²
1506,"€325,000","10 St John's Avenue, Pimlico, Dublin 8",3 Bed,1 Bath,53 m²
1507,"€280,000","23 Phoenix Street, Inchicore, Inchicore, Dublin 8",2 Bath,1 Bath,97 m²
1508,"AMV: €220,000","24 Belcamp Crescent, Priorswood, Priorswood, Dublin 17",130 m²,1 Bath,99 m²
1509,"€405,000","17 Long's Place, Dublin 8",4 Bed,2 Bath,75 m²
1510,"€300,000","26A Montpelier Hill, Dublin 7, Arbour Hill, Dublin 7",2 Bath,2 Bath,90 m²
1511,"€775,000","Mont Alto Cottage 2 Nerano  Road Dalkey, Dalkey, Co. Dublin",155 m²,1 Bath,43 m²
1512,"€280,000","Apartment 6, Waveney House, Howth, Dublin 13",4 Bed,1 Bath,84 m²
1513,"€225,000","80 Millpark, Clondalkin, Dublin 22",3 Bath,1 Bath,90 m²
1514,"€299,950","66 The Old Distillery Apartments, Beresford Street, Smithfield, Dublin 7",259 m²,2 Bath,90 m²
1515,"€570,000","62 Grosvenor Court, Vernon Avenue, Clontarf, Dublin 3",2 Bed,2 Bath,92 m²
1516,"€349,950","200 Mourne Road, Drimnagh, Dublin 12",1 Bath,2 Bath,
1517,"€425,000","20 Gleann Na Ri, Cabinteely, Dublin 18",70 m²,2 Bath,
1518,"€300,000","Apartment 2, Goldsmith Hall, Castleknock, Dublin 15",2 Bed,2 Bath,
1519,"€274,950","4 Gurteen Park, Ballyfermot, Ballyfermot, Dublin 10",1 Bath,1 Bath,
1520,"€290,000","30 Warrenstown Green, Mulhuddart, Dublin 15",53 m²,1 Bath,
1521,"€545,000","5 Woodstown Lawn, Knocklyon, Dublin 16",4 Bed,3 Bath,111 m²
