id,price,address,bedroom,bathroom,area
1522,"€290,000","284 Palmerstown Woods, Clondalkin, Clondalkin, Dublin 22",3 Bath,1 Bath,88 m²
1523,"€320,000","Apartment 22, The Granary, Dublin 8",111 m²,2 Bath,84 m²
1524,"€495,000","25 The Sweepstakes, Ballsbridge, Ballsbridge, Dublin 4",3 Bed,1 Bath,55 m²
1525,"€539,000","72 Moyville, Rathfarnham, Dublin 14",1 Bath,2 Bath,123 m²
1526,"€355,000","90 Belmayne Park South, Balgriffin, Belmayne",88 m²,2 Bath,101 m²
1527,"€365,000","10 Courtney House, Appian Way, Ranelagh, Dublin 6",2 Bed,1 Bath,46 m²
1528,"€995,000","3 Zardoz Court, Ballsbridge, Dublin 4",2 Bath,3 Bath,134 m²
1529,"€1,750,000","12 Thornfield Donnybrook Dublin 4, Donnybrook, Dublin 4",84 m²,3 Bath,212 m²
1530,"€1,400,000","138 Leinster Road, Rathmines, Dublin 6",2 Bed,4 Bath,297 m²
1531,"€330,000","Apartment 21, The Bay, Merrion, Dublin 4",1 Bath,1 Bath,60 m²
1532,"€499,000","Apartment 22, Ardoyne House, Pembroke Park, Ballsbridge, Dublin 4",55 m²,2 Bath,87 m²
1533,"€850,000","64 Rathdown Avenue, Terenure, Dublin 6W",4 Bed,2 Bath,145 m²
1534,"€448,000","30 Saint Brendan's Park, Coolock, Coolock, Dublin 5",2 Bath,2 Bath,89 m²
1535,"€595,000","Apartment 10, Burlington Gardens, Dublin 4",123 m²,2 Bath,144 m²
1536,"€550,000","Rosapenna, New Road, Clondalkin, Dublin 22",3 Bed,3 Bath,437 m²
1537,"€2,950,000","Ronan House, Upper Churchtown Road, Churchtown, Dublin 14",2 Bath,4 Bath,71 m²
1538,"€350,000","407 Olcovar Shankill, Shankill, Dublin 18",101 m²,2 Bath,247 m²
1539,"€1,350,000","5 Greenmount Road, Terenure, Dublin 6",2 Bed,3 Bath,312 m²
1540,"€2,300,000","37 Bushy Park Road, Rathgar, Dublin 6",1 Bath,2 Bath,
1541,"€525,000","41 Riverwood Gardens, Castleknock, Dublin 15",3 Bed,3 Bath,103 m²
1542,"€265,000","50 Saint Johns Close, Clondalkin, Dublin 22",3 Bath,1 Bath,334 m²
1543,"€2,250,000","5 Victoria Lane, Off Victoria Road, Rathgar, Dublin 6",103 m²,5 Bath,100 m²
1544,"€350,000","2 Allendale Glen, Clonsilla, Dublin 15",2 Bed,3 Bath,259 m²
1545,"€1,200,000","19 College Gate, Castleknock, Dublin 15",1 Bath,3 Bath,145 m²
1546,"€299,950","29 Latchford Green, Castaheany, Clonee, Dublin 15",5 Bed,3 Bath,80 m²
1547,"€254,950","112 Finglas Road, Finglas, Dublin 11",5 Bath,2 Bath,111 m²
1548,"€1,100,000","41 Oaklands Drive, Rathgar, Dublin 6",334 m²,2 Bath,107 m²
1549,"€345,000","Apartment 3, South Gate Apartments, Dublin 8",3 Bed,1 Bath,62 m²
1550,"€379,950","Apartment 44, Millrace Road, Phoenix Park Racecourse, Castleknock, Dublin 15",3 Bath,2 Bath,235 m²
1551,"€164,950","Apartment 134, Block C, é�ras Na Cluaine, Clondalkin, Dublin 22",100 m²,1 Bath,59 m²
1552,"€365,000","12 Ellensborough Grange, Kiltipper, Tallaght, Dublin 24",7 Bed,3 Bath,75 m²
1553,"€249,000","54 Belfry Grove, Citywest, Citywest, Co. Dublin",3 Bath,2 Bath,70 m²
1554,"€460,000","Apt 66, The Dock Mill, Barrow Street, Dublin 4",259 m²,1 Bath,94 m²
1555,"€295,000","20 Ferguson Road, Drumcondra, Drumcondra, Dublin 3",3 Bed,1 Bath,
1556,"€1,850,000","12 Spencer Villas Glenageary, Glenageary, Co. Dublin",3 Bath,2 Bath,
1557,"€220,000","23 Waterville Terrace, Blanchardstown, Dublin 15",3 Bed,1 Bath,
1558,"€400,000","56 West Road East Wall Dublin 3, East Wall, Dublin 3",2 Bath,1 Bath,
1559,"€240,000","Apartment 9, Weir House, Richmond Road, Dublin 1",4 Bed,1 Bath,
1560,"€725,000","Apartment 15, Block B, Dublin 2",2 Bath,2 Bath,
1561,"€220,000","214 Clonard Road, Crumlin, Crumlin, Dublin 12",2 Bed,1 Bath,127 m²
1562,"€795,000","20 Hampton Park, Saint Helen's Wood, Booterstown, Co. Dublin",1 Bath,3 Bath,117 m²
1563,"€449,000","15 Oakdale Close, Ballycullen, Dublin 24",4 Bed,3 Bath,279 m²
1564,"€1,500,000","Inver 51 Dundela Park, Sandycove, Co. Dublin",3 Bath,3 Bath,197 m²
1565,"€1,100,000","127 St. Helens Road Booterstown, Booterstown, Co. Dublin",127 m²,4 Bath,0.03 ac
1566,"€595,000","An Fhoithint, Monkstown Grove Monkstown, Monkstown, Co. Dublin",3 Bed,3 Bath,94 m²
1567,"€550,000","7 Marlborough Court Glenageary, Glenageary, Co. Dublin",3 Bath,2 Bath,0.08 ac
1568,"€475,000","102 Tolka Estate, Glasnevin(House & Site with FPP), Glasnevin, Dublin 11",117 m²,1 Bath,88 m²
1569,"€350,000","52 Faussagh Avenue, Cabra West, Cabra, Dublin 7",6 Bed,2 Bath,58 m²
1570,"€249,000","20 Muskerry Road, Ballyfermot, Ballyfermot, Dublin 10",3 Bath,4 Bath,172 m²
1571,"€299,000","58 Clonard Road, Crumlin, Dublin 12",279 m²,2 Bath,48 m²
1572,"€475,000","102 Tolka Estate, Glasnevin, Glasnevin, Dublin 11",4 Bed,1 Bath,118 m²
1573,"€895,000","Bankside House, Woodside Road, Sandyford, Dublin 18",4 Bath,1 Bath,91 m²
1574,"€380,000","4 Gerald Street, Ringsend, Dublin 4",197 m²,2 Bath,174 m²
1575,"€395,000","Oaklands, 418 Collins Avenue, Whitehall, Dublin 9",0.03 ac,3 Bath,68 m²
1576,"€500,000","24 Fisherman's Wharf, Ringsend, Ringsend, Dublin 4",3 Bed,2 Bath,145 m²
1577,"€995,000","128 Lower Drumcondra Road, Drumcondra, Dublin 9",3 Bath,3 Bath,
1578,"€450,000","45 Harcourt Green, Charlemont Street, Dublin 2",94 m²,3 Bath,
1579,"€625,000","43 Woodview Park, Castleknock, Dublin 15",0.08 ac,,
1580,"€475,000","3 Mourne Lodge, Mourne Road, Drimnagh, Dublin 12",3 Bed,,
1581,"€265,000","Apartment 6, 55/56 Francis Street, Dublin 8",2 Bed,1 Bath,60 m²
1582,"€415,000","28 South Dock Street, Ringsend, Ringsend, Dublin 4",1 Bath,1 Bath,54 m²
1583,"€549,000","35 Castlemoyne, Balgriffin, Balgriffin, Dublin 13",60 m²,4 Bath,177 m²
1584,"€335,000","8 Redwood Avenue, Kilnamanagh, Kilnamanagh, Dublin 24",2 Bed,1 Bath,95 m²
1585,"€515,000","5 Woodview Park, Castleknock, Dublin 15",1 Bath,1 Bath,51 m²
1586,"€395,000","242 The Sweepstakes, Ballsbridge, Ballsbridge, Dublin 4",54 m²,1 Bath,97 m²
1587,"€269,000","24 Saint John's Gate, Clondalkin, Clondalkin, Dublin 22",5 Bed,1 Bath,75 m²
1588,"€399,950","6 Mc Dowell Avenue, Mount Brown, Kilmainham, Dublin 8",4 Bath,2 Bath,72 m²
1589,"€495,000","Apartment 5, 85 Wellington House, Ballsbridge, Dublin 4",177 m²,2 Bath,110 m²
1590,"€385,000","53 Tynan Hall Avenue, Kingswood, Dublin 24",3 Bed,3 Bath,95 m²
1591,"€600,000","19 Adelphi House, Georges Street Upper, Dun Laoghaire, Co. Dublin",1 Bath,2 Bath,88 m²
1592,"€350,000","7 Ferguson Road, Drumcondra, Dublin 9",95 m²,1 Bath,52 m²
1593,"€230,000","11 Rutland Street Lower, Dublin 1",3 Bed,1 Bath,137 m²
1594,"€850,000","110 Home Farm Road, Drumcondra, Drumcondra, Dublin 9",1 Bath,2 Bath,108 m²
1595,"€265,000","43 Kiltalown Heights, Jobstown, Dublin 24",1 Bed,1 Bath,60 m²
1596,"€445,000","Apartment 5, The Willows, Blackrock, Co. Dublin",1 Bath,1 Bath,75 m²
1597,"€255,000","Apartment 2, 66 Main Street, Clongriffin, Dublin 13",51 m²,2 Bath,116 m²
1598,"€299,950","1A Woodford Heights, Clondalkin, Clondalkin, Dublin 22",2 Bed,3 Bath,75 m²
1599,"€450,000","Apartment 17, Shanagarry, Milltown, Dublin 6",1 Bath,1 Bath,
1600,"€375,000","29 Saint Fintan's Villas, Deansgrange, Blackrock, Co. Dublin",97 m²,1 Bath,
1601,"€250,000","109 Temple Court, Northwood, Santry, Dublin 9",2 Bed,2 Bath,74 m²
1602,"€385,000","27 Millrace Court, Phoenix Park Racecourse, Castleknock, Dublin 15",2 Bath,2 Bath,91 m²
1603,"€500,000","Apartment 150, The Links, Elmpark, Merrion Road, Dublin 4",74 m²,2 Bath,75 m²
1604,"€450,000","Apartment 6, Booterstown Wood, Booterstown Avenue, Booterstown, Co. Dublin",2 Bed,2 Bath,75 m²
1605,"€449,950","9 The Belfry, Saint Mary's Road, Dublin 12",2 Bath,4 Bath,106 m²
1606,"€324,950","202 Mourne Road, Drimnagh, Dublin 12",91 m²,1 Bath,135 m²
1607,"€400,000","1 Mourne Lodge, Mourne Road, Drimnagh, Dublin 12",2 Bed,2 Bath,72 m²
1608,"€795,000","116 Fosterbrook, Booterstown, Blackrock, Co. Dublin",2 Bath,3 Bath,84 m²
1609,"€325,000","55 Walkinstown Avenue, Walkinstown, Dublin 12",75 m²,1 Bath,34 m²
1610,"€495,000","1 Cherry Grove, Walkinstown, Dublin 12",2 Bed,1 Bath,98 m²
1611,"€384,950","Apartment 50, Weavers Hall, Levmoss Park, The Gallops, Leopardstown, Dublin 18",2 Bath,2 Bath,78 m²
1612,"€230,000","Apartment 2, 52 Castle Avenue, Clontarf, Dublin 3",75 m²,1 Bath,71 m²
1613,"€550,000","Apartment 59, Block 3, Seamount, Stillorgan, Co. Dublin",3 Bed,2 Bath,51 m²
1614,"€295,000","89 Glasanaon Road, Finglas East, D11X5FK, Finglas, Dublin 11",4 Bath,1 Bath,102 m²
1615,"€275,000","48 Edenmore Grove, Edenmore, Dublin 5",3 Bed,2 Bath,71 m²
1616,"€395,000","47 Belville, Ailesbury Road, Donnybrook, Dublin 4",1 Bath,1 Bath,76 m²
1617,"€450,000","16 Belarmine Way, Stepaside, Stepaside, Dublin 18",3 Bed,2 Bath,115 m²
1618,"€365,000","Saint Anne, 40 John McCormack Avenue, Walkinstown, Dublin 12",2 Bath,1 Bath,
1619,"€630,000","15 Lansdowne Village, Sandymount, Sandymount, Dublin 4",106 m²,1 Bath,
1620,"€525,000","4 Newbrook Estate, Taylor's Lane, Rathfarnham, Dublin 16",4 Bed,1 Bath,
1621,"€320,000","73a Thornville Road, Kilbarrack, Dublin 5",2 Bed,1 Bath,71 m²
1622,"€1,050,000","8 Fortfield Gardens, Rathmines, Dublin 6",1 Bath,2 Bath,136 m²
1623,"€284,950","5 The Boulevard, Tyrrelstown, Dublin 15",71 m²,3 Bath,71 m²
1624,"€295,000","17 Bluebell Avenue, Bluebell, Dublin 12",3 Bed,2 Bath,83 m²
1625,"€395,000","22 Killester Park, Killester, Dublin 5",2 Bath,1 Bath,80 m²
1626,"€360,000","202 The Distillery Building, Distillery Road, Drumcondra, Dublin 3",136 m²,2 Bath,99 m²
1627,"€725,000","15 Brook House, Dun Laoghaire, Co. Dublin",4 Bed,2 Bath,107 m²
1628,"€525,000","46 Castleknock Glade, Castleknock, Dublin 15",3 Bath,3 Bath,164 m²
1629,"€1,050,000","81 Monkstown Avenue, Monkstown, Co. Dublin",2 Bed,2 Bath,78 m²
1630,"€825,000","Apartment 11, 18 Lower Baggot Street, Dublin 2",2 Bath,2 Bath,282 m²
1631,"€2,500,000","Padua, 30 Nutley Avenue, Donnybrook, Dublin 4",71 m²,5 Bath,55 m²
1632,"€395,000","116 Ardbeg Park, Artane, Artane, Dublin 5",3 Bed,1 Bath,67 m²
1633,"€240,000","6 Saint John's Close, Clondalkin, Clondalkin, Dublin 22",1 Bath,1 Bath,85 m²
1634,"€295,000","Apartment 142, The Lighthouse, Church Road, East Wall, Dublin 3",83 m²,1 Bath,91 m²
1635,"€395,000","5 Willow Bank, Dundrum, Dublin 14",2 Bed,1 Bath,85 m²
1636,"€825,000","5&6 Hillview Cottages, Little Meadow, Pottery Road, Cabinteely, Dublin 18",2 Bath,1 Bath,70 m²
1637,"€400,000","55 Donnycarney Road, Donnycarney, Dublin 9",80 m²,2 Bath,
1638,"€410,000","8 Crestfield Drive, Whitehall, Whitehall, Dublin 9",2 Bed,2 Bath,
1639,"€247,000","Apartment 112, The Crescent, Park West, Dublin 12",2 Bath,2 Bath,
1640,"€295,000","Apartment 105, Sandyford View, Sandyford, Dublin 18",99 m²,2 Bath,
1641,"€390,000","285 Belgard Heights, Kilnamanagh, Dublin 24",4 Bed,1 Bath,115 m²
1642,"€975,000","1 Raglan Court, 14 Raglan Road, Ballsbridge, Dublin 4",1 Bath,3 Bath,48 m²
1643,"€219,950","9 Tallow Hall, Belgard Square, Tallaght, Dublin 24",2 Bed,1 Bath,57 m²
1644,"€395,000","17 Meath Place, The Coombe, Dublin 8",3 Bath,1 Bath,34 m²
1645,"€350,000","38 Phibblestown Wood, Clonsilla, Clonee, Dublin 15",115 m²,3 Bath,194 m²
1646,"€285,000","23 Bealing Crescent, Tyrrelstown, Dublin 15",1 Bed,2 Bath,133 m²
1647,"€215,000","Apartment 24, Crescent House, Clontarf, Dublin 3",1 Bath,1 Bath,59 m²
1648,"€1,050,000","3 Oulton Road, Clontarf, Clontarf, Dublin 3",48 m²,2 Bath,97 m²
1649,"€650,000","1 Rockfield Avenue, Perrystown, Perrystown, Dublin 12",2 Bed,3 Bath,127 m²
1650,"€269,950","99 Lough Conn Road, Ballyfermot, Dublin 10",1 Bath,2 Bath,89 m²
1651,"€450,000","334A Kildare Road, Crumlin, Dublin 12",57 m²,1 Bath,120 m²
1652,"€650,000","13 Highthorn Park, Dun Laoghaire, Co. Dublin",3 Bed,1 Bath,42 m²
1653,"€325,000","51 Old City Music Hall, Cows Lane, Temple Bar, Dublin 8",3 Bath,1 Bath,101 m²
1654,"€395,000","13 Fernleigh Close, Castleknock, Dublin 15",3 Bed,3 Bath,
1655,"€285,000","36 Cleggan Avenue, Ballyfermot, Ballyfermot, Dublin 10",2 Bath,1 Bath,
1656,"€420,000","37 Shelmalier Road, East Wall, East Wall, Dublin 3",1 Bed,2 Bath,
1657,"€660,000","Glencar, 36 Weston Road, Churchtown, Dublin 14",1 Bath,2 Bath,
1658,"€295,000","Apartment 14, Sherborne Court, 17-18 Charleston Road, Ranelagh, Dublin 6",34 m²,1 Bath,
1659,"€449,950","409 Pearse Villas, Sallynoggin, Co. Dublin",3 Bed,1 Bath,
1660,"€299,950","82 Kildare Road, Crumlin, Dublin 12",2 Bath,2 Bath,
1661,"€145,000","17 Park Street West, The Ranch, Inchicore, Dublin 8",1 Bed,1 Bath,37 m²
1662,"€249,950","3 Moycullen Road, Ballyfermot, Ballyfermot, Dublin 10",37 m²,4 Bath,394 m²
1663,"€4,500,000","1 Raglan Road, Ballsbridge, Ballsbridge, Dublin 4",3 Bed,1 Bath,60 m²
1664,"€275,000","1 Wheatfields Close, Clondalkin, Dublin 22",1 Bath,2 Bath,43 m²
1665,"€214,950","Apartment 70, Mayeston Square, Finglas, Dublin 11",4 Bed,2 Bath,112 m²
1666,"€424,950","50 Limekiln Green, Walkinstown, Walkinstown, Dublin 12",4 Bath,1 Bath,101 m²
1667,"€395,000","3 Casimir Court, Harold's Cross, Harold's Cross, Dublin 6W",394 m²,1 Bath,121 m²
1668,"€295,000","Owenstown Lodge, Owenstown Park, Mount Merrion, Co. Dublin",3 Bed,2 Bath,172 m²
1669,"€525,000","151 Iveragh Road, Whitehall, Dublin 9",1 Bath,1 Bath,147 m²
1670,"€420,000","15 Haddington Square Beggars Bush Ballsbridge Dublin 4, Ballsbridge, Dublin 4",2 Bed,1 Bath,71 m²
1671,"€474,950","1 Rockfield Avenue, Perrystown, Perrystown, Dublin 12",2 Bath,1 Bath,285 m²
1672,"€480,000","129 Corrib Road, Terenure Road North, Terenure, Dublin 6",4 Bed,3 Bath,60 m²
1673,"€395,000","Apartment 11, The Elm, Parkview, Stepaside, Dublin 18",2 Bath,3 Bath,118 m²
1674,"€1,350,000","1A Percy Lane, Ballsbridge, Dublin 4",2 Bed,3 Bath,88 m²
1675,"€695,000","36 Ailesbury Grove, Dundrum, Dublin 14",1 Bath,1 Bath,
1676,"€239,000","165 Landen Road, Ballyfermot, Ballyfermot, Dublin 10",60 m²,7 Bath,
1677,"€1,200,000","ARRANMORE HOUSE, 104 Drumcondra Road Lower, Drumcondra, Dublin 9",1 Bed,2 Bath,
1678,"€350,000","Apartment 45, Block D, Smithfield, Dublin 1",1 Bath,2 Bath,
1679,"€795,000","47 Ardilea Crescent, Heidelberg, Ardilea, Clonskeagh, Dublin 14",43 m²,2 Bath,
1680,"€250,000","24 Barry Drive, Finglas, Dublin 11",3 Bed,,
1681,"€165,000","62 Alderpark Court, Tallaght, Tallaght, Dublin 24",1 Bed,1 Bath,40 m²
1682,"€335,000","14 Clancy Avenue, Finglas East, Finglas, Dublin 11",1 Bath,1 Bath,80 m²
1683,"€395,000","89 Tyrconnell Road, Inchicore, Inchicore, Dublin 8",40 m²,3 Bath,96 m²
1684,"€395,000","110 Glasnevin Downs, Glasnevin, Dublin 11",3 Bed,4 Bath,72 m²
1685,"€295,000","32 Shelmalier Road, East Wall, East Wall, Dublin 3",1 Bath,1 Bath,79 m²
1686,"€239,950","73 Saint John's Drive, Clondalkin, Clondalkin, Dublin 22",3 Bed,1 Bath,78 m²
1687,"€299,950","99 Sperrin Road, Drimnagh, Dublin 12",3 Bath,1 Bath,95 m²
1688,"€635,000","38 Fitzwilliam Court Winton Road Ranelagh Dublin 6, Ranelagh, Dublin 6",80 m²,2 Bath,72 m²
1689,"€265,000","14 Le Fanu Drive, Ballyfermot, Ballyfermot, Dublin 10",3 Bed,2 Bath,36 m²
1690,"€210,000","45 Deerpark Close, Kiltipper, Kiltipper, Dublin 24",4 Bath,1 Bath,73 m²
1691,"€230,000","Apartment 39, Sackville Court, Dublin 7",96 m²,1 Bath,108 m²
1692,"€300,000","14 Killane Road, East Wall, East Wall, Dublin 3",3 Bed,1 Bath,99 m²
1693,"€595,000","12 Saint Assams Drive, Raheny, Dublin 5",1 Bath,1 Bath,109 m²
1694,"€625,000","Apartment 196, The Berkeley Block, Pembroke Square, Ballsbridge, Dublin 4",2 Bed,2 Bath,76 m²
1695,"€650,000","89 Homefarm Road, Drumcondra, Dublin 9",1 Bath,2 Bath,154 m²
1696,"€340,000","Apartment 5, Granite Court, Stepaside, Dublin 18",72 m²,2 Bath,372 m²
1697,"€985,000","18 Yeats Hall, Carrickmines, Dublin 18",3 Bed,3 Bath,61 m²
1698,"€3,250,000","Azalea, 139 Stillorgan Road Donnybrook Dublin 4, Donnybrook, Dublin 4",1 Bath,6 Bath,
1699,"€375,000","186 The Links, Elm Park, Merrion Road, Ballsbridge, Dublin 4",79 m²,1 Bath,
1700,"€650,000","75/75a Castleknock Rise, Castleknock, Dublin 15",2 Bed,2 Bath,
1701,"€320,000","Apartment 228, Neptune House, Bellevue, Islandbridge, Dublin 8",1 Bed,1 Bath,113 m²
1702,"€795,000","259 Templeogue Road, Templeogue, Dublin 6W",1 Bath,2 Bath,70 m²
1703,Price on Application,"39 Larchfield Road, Goatstown, Goatstown, Dublin 14",4 Bed,1 Bath,54 m²
1704,"€270,000","206 Mourne Road, Drimnagh, Drimnagh, Dublin 12",2 Bath,1 Bath,328 m²
1705,"€359,500","Apartment 82, Seabury, Sydney Parade Avenue, Sandymount, Dublin 4",3 Bed,1 Bath,42 m²
1706,"€1,300,000","2 Grange Manor Road, Rathfarnham, Dublin 16",1 Bath,5 Bath,77 m²
1707,"€350,000","6 Harty Place, Portobello, Dublin 8",113 m²,1 Bath,93 m²
1708,"€475,000","164 The Berkeley, Pembroke Square, Ballsbridge, Dublin 4",2 Bed,2 Bath,0.1 ac
1709,"€549,950","Apartment 30, Belville Court, Johnstown Road, Dun Laoghaire, Co. Dublin",1 Bath,2 Bath,70 m²
1710,"€280,000","127 Foxrock Grove, Foxrock, Foxrock, Dublin 18",70 m²,2 Bath,186 m²
1711,"€299,950","80 Derry Road, Crumlin",1 Bed,2 Bath,62 m²
1712,"€310,000","37 Dingle Road, Cabra, Dublin 7",1 Bath,2 Bath,204 m²
1713,"€895,000","37 Cherrygarth, Mount Merrion, Co. Dublin",54 m²,2 Bath,43 m²
1714,"€250,000","Apartment 284, Block 5, Parklands, Northwood, Santry, Dublin 9",4 Bed,1 Bath,114 m²
1715,"€1,200,000","21 Grove Park, Rathmines, Dublin 6",5 Bath,2 Bath,115 m²
1716,"€345,000","32 Kinahan Street, Stoneybatter, Dublin 7",328 m²,1 Bath,
1717,"€299,950","5 Moracrete Cottages, Crumlin Road",1 Bed,1 Bath,
1718,"€750,000","83 Sandymount Road, Sandymount, Dublin 4",1 Bath,2 Bath,
1719,"€299,950","374 Kildare Road, Crumlin",42 m²,,
1720,"€365,000","6 Prospect Lodge, Old Knocklyon Road, Knocklyon, Dublin 16",3 Bed,,
1721,"€295,000","4 Hyacinth Street, North Strand, Dublin 3",2 Bed,1 Bath,60 m²
1722,"€299,500","107 Castlecurragh Park, Blanchardstown, Blanchardstown, Dublin 15",1 Bath,2 Bath,137 m²
1723,"€650,000","651A Whitechurch Road, Rathfarnham, Rathfarnham, Dublin 14",60 m²,3 Bath,88 m²
1724,"€400,000","10 Connaught Street, Phibsborough, Phibsborough, Dublin 7",2 Bed,2 Bath,128 m²
1725,"€249,950","3 Dorset Lane, North City Center, Dublin 1",2 Bath,1 Bath,110 m²
1726,"€745,000","33 New Park Road, Blackrock, Co. Dublin",6 Bed,2 Bath,41 m²
1727,"€650,000","77 Hazelwood, Shankill, Dublin 18",3 Bath,2 Bath,61 m²
1728,"€395,000","12 Magenta Place, Co. Dublin., A96K291, Sandycove, Co. Dublin",137 m²,1 Bath,294 m²
1729,"€325,000","212 Keeper Road, Drimnagh, Dublin 12",2 Bed,1 Bath,75 m²
1730,"€2,650,000","44 Leeson Park, Ranelagh, Dublin 6",2 Bath,5 Bath,232 m²
1731,"€495,000","7 Kennedy Court, Irishtown, Irishtown, Dublin 4",88 m²,1 Bath,73 m²
1732,"€1,350,000","9 Butterfield Drive, Rathfarnham, Dublin 14",2 Bed,4 Bath,83 m²
1733,"€450,000","56 Neagh Road, Terenure, Dublin 6",1 Bath,1 Bath,99 m²
1734,"€259,000","162 Mellowes Road, Finglas West, Finglas, Dublin 11",4 Bed,1 Bath,229 m²
1735,"€449,950","5 Temple Manor Close, Dublin 12",2 Bath,2 Bath,
1736,"€550,000","43 Whately Place, Kilmacud Road Upper, Blackrock, Co. Dublin",128 m²,2 Bath,
1737,"€349,950","3 Inglewood Close, Clonsilla, Clonsilla, Dublin 15",4 Bed,3 Bath,
1738,"€1,295,000","183 Rathmines Road Upper, Rathmines, Dublin 6",2 Bath,6 Bath,
1739,"€374,950","2 Oldtown Road, Santry, Santry, Dublin 9",110 m²,1 Bath,
1740,"€550,000","10 Goose Green Court, Grace Park Road, Whitehall, Dublin 9",1 Bed,2 Bath,
1741,"€375,000","Block A, 33 Castleforbes Square, IFSC, Dublin 1",2 Bed,1 Bath,72 m²
1742,"€475,000","19 Orchard Terrace, Grangegorman Upper, Phibsborough, Dublin 7",1 Bath,2 Bath,100 m²
1743,"€215,000","Apartment 115, Ulysses, Viking Harbour Apartments, Dublin 8",72 m²,1 Bath,42 m²
1744,"€475,000","42 Woodbine Park, Raheny, Dublin 5",3 Bed,2 Bath,94 m²
1745,Price on Application,"Molyneaux, Molyneaux, Church Road, Killiney, Co. Dublin",2 Bath,5 Bath,425 m²
1746,"€385,000","79 Kilworth Road, Drimnagh, Dublin 12",100 m²,1 Bath,89 m²
1747,"€235,000","175 Kiltipper Gate, Kiltipper, Dublin 24",1 Bed,2 Bath,69 m²
1748,"€295,000","21 Amiens Square, Amiens Street, Dublin 1",1 Bath,1 Bath,80 m²
1749,"€349,950","8b Magenta Crescent, Santry, Dublin 9",42 m²,2 Bath,114 m²
1750,"€350,000","35 Charles Street Great, Mountjoy, Dublin 1",3 Bed,1 Bath,262 m²
1751,"€1,295,000","St Margarets, Bray Road, Foxrock, Dublin 18",2 Bath,3 Bath,96 m²
1752,"€300,000","52 Heatherview Park, Aylesbury, Tallaght, Dublin 24",94 m²,1 Bath,50 m²
1753,"€325,000","7 Clonturk Avenue, Drumcondra, Dublin 9",5 Bed,1 Bath,160 m²
1754,"€1,650,000","90B Waterloo Lane, Ballsbridge, Dublin 4",5 Bath,4 Bath,105 m²
1755,"€795,000","2 Elmpark Avenue, Ranelagh, Ranelagh, Dublin 6",425 m²,2 Bath,151 m²
1756,"€1,400,000","122 Tritonville Road, Sandymount, Sandymount, Dublin 4",3 Bed,2 Bath,358 m²
1757,"€1,295,000","Innisfree, 31 Northumberland Avenue, Dun, Laoghaire, Dun Laoghaire, Co. Dublin",1 Bath,7 Bath,63 m²
1758,"€250,000","10 Ravensdale Road, East Wall, Dublin 3",89 m²,1 Bath,130 m²
1759,"€395,000","4 Kilmainham Orchard, Turvey Avenue, Kilmainham, Dublin 8",2 Bed,3 Bath,131 m²
